FID,osm_id,code,fclass,name,lon,lat
21874,2906670153,2253,swimming_pool, ,-117.9696753,33.844893
21875,2906670154,2253,swimming_pool, ,-117.9799112,33.8449333
21876,2906670155,2253,swimming_pool, ,-117.984429,33.8449797
21877,2906670156,2253,swimming_pool, ,-117.9832884,33.8449983
21878,2906670157,2253,swimming_pool, ,-117.9739135,33.8451283
21879,2906670158,2253,swimming_pool, ,-117.9724896,33.8451685
21880,2906670159,2253,swimming_pool, ,-117.9617281,33.8453079
21881,2906670160,2253,swimming_pool, ,-117.9814731,33.8453729
21882,2906670161,2253,swimming_pool, ,-117.9791806,33.8454534
21883,2906670162,2253,swimming_pool, ,-117.9749163,33.8455246
21884,2906670163,2253,swimming_pool, ,-117.9780102,33.8456144
21885,2906670164,2253,swimming_pool, ,-117.9843843,33.8456329
21886,2906670165,2253,swimming_pool, ,-117.9845707,33.845636
21887,2906670166,2253,swimming_pool, ,-117.9834561,33.8456391
21888,2906670167,2253,swimming_pool, ,-117.9822447,33.8456484
21889,2906670168,2253,swimming_pool, ,-117.9628892,33.8456871
21890,2906670169,2253,swimming_pool, ,-117.9830797,33.8458063
21891,2906670170,2253,swimming_pool, ,-117.9638081,33.8458404
21892,2906670171,2253,swimming_pool, ,-117.9682849,33.8458404
21893,2906670172,2253,swimming_pool, ,-117.9627383,33.8460571
21894,2906670173,2253,swimming_pool, ,-117.9647251,33.8462273
21895,2906670174,2253,swimming_pool, ,-117.9823379,33.8463202
21896,2906670175,2253,swimming_pool, ,-117.9745286,33.8463713
21897,2906670176,2253,swimming_pool, ,-117.9728046,33.8463852
21898,2906670177,2511,convenience, ,-117.9764684,33.8465453
21899,2906670178,2253,swimming_pool, ,-117.9717329,33.8465818
21900,2906670183,2511,convenience, ,-117.9758888,33.8471815
21901,2906670184,2253,swimming_pool, ,-117.9831393,33.8473728
21902,2906670185,2253,swimming_pool, ,-117.9831281,33.847701
21903,2906670186,2253,swimming_pool, ,-117.9838662,33.8477288
21904,2906670194,2253,swimming_pool, ,-117.9833518,33.8489579
21905,2906670203,2253,swimming_pool, ,-117.9814693,33.8496359
21906,2906670204,2253,swimming_pool, ,-117.9815141,33.8500909
21907,2906670205,2253,swimming_pool, ,-117.9835903,33.8503664
21908,2906670206,2253,swimming_pool, ,-117.9825988,33.8503695
21909,2906670207,2253,swimming_pool, ,-117.9851123,33.8509502
21910,2906670208,2253,swimming_pool, ,-117.9843545,33.8511187
21911,2906670209,2253,swimming_pool, ,-117.984362,33.8512704
21912,2906670210,2253,swimming_pool, ,-117.983527,33.8513045
21913,2906670211,2253,swimming_pool, ,-117.981022,33.8513261
21914,2906670212,2253,swimming_pool, ,-117.9842739,33.8515133
21915,2906670213,2253,swimming_pool, ,-117.9827106,33.8513509
21916,2906670214,2253,swimming_pool, ,-117.9860977,33.8513681
21917,2906670215,2253,swimming_pool, ,-117.9854603,33.8515229
21918,2906670216,2253,swimming_pool, ,-117.9852031,33.851526
21919,2906670217,2253,swimming_pool, ,-117.9861835,33.8515446
21920,2906670218,2253,swimming_pool, ,-117.985848,33.8516065
21921,2906670219,2253,swimming_pool, ,-117.9818868,33.8516326
21922,2906670220,2253,swimming_pool, ,-117.9868731,33.8517334
21923,2906670221,2253,swimming_pool, ,-117.9833555,33.852162
21924,2906670222,2253,swimming_pool, ,-117.9838885,33.852162
21925,2906670223,2253,swimming_pool, ,-117.9818235,33.8521867
21926,2906670224,2253,swimming_pool, ,-117.9820322,33.8521929
21927,2906670225,2253,swimming_pool, ,-117.986709,33.8522597
21928,2906670226,2253,swimming_pool, ,-117.986683,33.8523061
21929,2906670232,2253,swimming_pool, ,-117.9796425,33.859273
21930,2906670233,2253,swimming_pool, ,-117.978964,33.8593102
21931,2906670234,2511,convenience,7-11,-117.9807962,33.8593984
21932,2908246013,2004,post_box, ,-120.6826935,35.2486193
21933,2908246017,2529,beauty_shop,Moon Spa,-120.6828472,35.2486152
21934,2908246019,2563,car_rental,Enterprise,-120.6830276,35.2485105
21935,2908246020,2529,beauty_shop,Cosmo Prof,-120.6831336,35.248459
21936,2908246024,2301,restaurant,Ribline,-120.6832476,35.2483856
21937,2908246025,2303,cafe,Blackhorse Espresso and Bakery,-120.6834829,35.2482604
21938,2908246026,2301,restaurant,Et Voilà,-120.6833455,35.2483331
21939,2908416369,2903,drinking_water, ,-117.2268001,32.7663777
21940,2908424536,2906,waste_basket, ,-117.2291361,32.7642025
21941,2908426015,2004,post_box,UPS Drop Box,-117.2837723,33.0503314
21942,2910276910,2901,toilet, ,-117.2806525,33.0512107
21943,2910276926,2901,toilet, ,-117.2810424,33.0513021
21944,2910276949,2901,toilet, ,-117.2791814,33.0547256
21945,2910421397,2303,cafe,Donut King,-118.3008456,34.0637227
21946,2912206308,2121,dentist,"Corona Kids Dental, Dr. Robert Wang DMD MS",-117.5678058,33.8557801
21947,2913446462,2904,fountain, ,-117.2286259,32.7644717
21948,2913446464,2904,fountain, ,-117.2283764,32.7644807
21949,2913446465,2904,fountain, ,-117.2287439,32.7648134
21950,2913446467,2904,fountain, ,-117.2287453,32.7645608
21951,2913446468,2904,fountain, ,-117.2284931,32.7644537
21952,2913446469,2904,fountain, ,-117.2287573,32.764792
21953,2913446471,2904,fountain, ,-117.2285937,32.7644593
21954,2913446473,2904,fountain, ,-117.2284234,32.7644627
21955,2913446474,2904,fountain, ,-117.2287868,32.7646928
21956,2913446475,2904,fountain, ,-117.2286581,32.7644819
21957,2913446476,2904,fountain, ,-117.2287855,32.7647288
21958,2913446477,2904,fountain, ,-117.2285427,32.7644514
21959,2913446478,2904,fountain, ,-117.2284006,32.764466
21960,2913446479,2904,fountain, ,-117.2287748,32.7646037
21961,2913446480,2904,fountain, ,-117.2287694,32.7647716
21962,2913446481,2904,fountain, ,-117.2287815,32.7646578
21963,2913446482,2904,fountain, ,-117.2285173,32.7644514
21964,2913446483,2904,fountain, ,-117.22876,32.7645811
21965,2913720628,2205,playground, ,-117.279551,33.0549195
21966,2916151606,2301,restaurant,Sesame Grill,-118.0236027,34.1396966
21967,2916653424,2401,hotel,ITH Big Bear Mountain Adventure Lodge,-116.9186372,34.2404666
21968,2916827410,2004,post_box, ,-117.1843924,33.0978616
21969,2916827411,2004,post_box, ,-117.1842797,33.0973179
21970,2916832598,2004,post_box, ,-117.1875896,33.0971291
21971,2916860999,2004,post_box, ,-117.1889199,33.0984458
21972,2916861107,2004,post_box, ,-117.1881931,33.0959562
21973,2916865888,2004,post_box, ,-117.1883138,33.0970909
21974,2916872965,2004,post_box, ,-117.1870397,33.0967673
21975,2916875991,2004,post_box, ,-117.1872409,33.0957629
21976,2916880332,2004,post_box, ,-117.1862404,33.0974032
21977,2916885444,2004,post_box, ,-117.1837942,33.0956236
21978,2916885445,2004,post_box, ,-117.1844353,33.0958461
21979,2916889346,2004,post_box, ,-117.185299,33.0959854
21980,2916889392,2004,post_box, ,-117.1844541,33.0967246
21981,2916889395,2004,post_box, ,-117.1856557,33.0956124
21982,2916896633,2004,post_box, ,-117.1861009,33.0962078
21983,2916898058,2004,post_box, ,-117.1855484,33.0967876
21984,2916898921,2004,post_box, ,-117.1861894,33.0957809
21985,2916899755,2004,post_box, ,-117.1825256,33.0984526
21986,2916900549,2004,post_box, ,-117.1832122,33.0979672
21987,2919093101,2302,fast_food,Island Market,-117.2260524,32.7665457
21988,2919466448,2950,tower,Cell Tower,-115.8674214,34.7313245
21989,2919552236,2301,restaurant,Al's Beef,-118.1315376,34.0927066
21990,2919653880,2954,windmill, ,-117.2007087,33.5594814
21991,2919681743,2593,vending_any, ,-117.2017805,33.5601421
21992,2919683723,2721,attraction,Glow Room,-117.2014729,33.5595618
21993,2919774090,2202,nightclub,The Dog House Saloon,-118.4601214,35.1321163
21994,2921498430,2903,drinking_water, ,-117.9180465,33.8125879
21995,2921498435,2902,bench, ,-117.9178734,33.8126267
21996,2921502422,2902,bench, ,-117.9180904,33.8125811
21997,2921562164,2721,attraction,Full Throttle,-118.5968194,34.4241742
21998,2921685954,2721,attraction,Orient Express,-118.5979244,34.422108
21999,2926724715,2904,fountain, ,-117.2239289,32.7653186
22000,2926724716,2904,fountain, ,-117.2239434,32.7653125
22001,2926724717,2904,fountain, ,-117.223958,32.7653015
22002,2926724718,2904,fountain, ,-117.2238103,32.7652541
22003,2926827375,2503,kiosk,Pearl Factory,-117.2288386,32.7657419
22004,2926859301,2511,convenience,Riverside One Stop,-118.424903,35.753335
22005,2927641401,2101,pharmacy,Rite Aid,-118.476553,35.617183
22006,2928883496,2907,camera_surveillance,AnimalVision: Penguin Cam,-117.2228443,32.7658458
22007,2928885548,2512,clothes,Treasure Trove,-117.2235282,32.7639694
22008,2928888277,2907,camera_surveillance,AnimalVision:Stingrays Cam,-117.2276157,32.7660398
22009,2928888279,2907,camera_surveillance,AnimalVision:Turtles Cam,-117.2253065,32.766933
22010,2928904455,2903,drinking_water, ,-117.2244029,32.7661493
22011,2930473434,2303,cafe,Aroma Coffee & Tea,-118.3788411,34.1494258
22012,2930475057,2511,convenience,Valley Stores,-118.3797669,34.150213
22013,2930673911,2721,attraction,Lex Luthor: Drop of Doom,-118.5983516,34.4264619
22014,2930796857,2082,school,Monte Vista School,-118.0323947,33.9212276
22015,2930821893,2005,post_office,Norwalk US Post Office,-118.0785973,33.9041034
22016,2932751579,2401,hotel,Holiday Inn Torrance,-118.2891699,33.8508019
22017,2933145607,2303,cafe,cafeteria,-117.8885227,33.788463
22018,2933146618,2303,cafe,Kelly's Coffee,-117.8890552,33.7872269
22019,2933993515,2505,department_store,JCPenney,-118.1407234,33.8483755
22020,2933993516,2561,hairdresser,Supercuts,-118.1409541,33.8486918
22021,2933993517,2505,department_store,Bed Bath Beyond,-118.140764,33.849094
22022,2933993518,2505,department_store,Payless Shoes,-118.1406435,33.8513847
22023,2934006661,2515,bookshop,Book Off,-118.1381432,33.8510308
22024,2934006670,2004,post_box, ,-118.1336558,33.8523974
22025,2934030616,2303,cafe,HoneyBaked & Cafe,-118.1433297,33.8541956
22026,2934041139,2120,doctors,ER,-118.148003,33.8596481
22027,2934354041,2602,atm,Bank of America ATM,-118.4254087,35.755153
22028,2934632969,2601,bank,Chase,-117.885613,33.8744115
22029,2934785323,2201,theatre,Stagehouse Theatre,-117.007587,32.8150521
22030,2934785349,2901,toilet, ,-117.0072406,32.8150434
22031,2934790333,2901,toilet, ,-117.0060497,32.8169592
22032,2934925883,2903,drinking_water, ,-117.9226272,33.8840694
22033,2935947724,2002,fire_station, ,-117.6708956,33.5556888
22034,2939374239,2512,clothes,Forever 21,-118.1386864,33.8512474
22035,2939437151,2302,fast_food,Ohana Hawaiian BBQ,-118.1334938,33.8541879
22036,2939948612,2120,doctors,Serene Dental Care,-118.1325121,33.8539674
22037,2939948614,2568,laundry,Boulevard Cleaners,-118.1325094,33.8541211
22038,2939948615,2561,hairdresser,Fantastic Sam's Hair Salon,-118.1325121,33.8542235
22039,2939948617,2120,doctors,The Joint (Chiropractor),-118.133242,33.8538059
22040,2939948618,2302,fast_food,Rubio's,-118.1331723,33.853915
22041,2939949383,2302,fast_food,Five Guys Burgers,-118.1388584,33.8542795
22042,2939949750,2302,fast_food,Jamba Juice,-118.1347091,33.8539387
22043,2939949751,2302,fast_food,Jimmy John's,-118.134795,33.8540821
22044,2939951112,2302,fast_food,Togo's,-118.1386626,33.8541927
22045,2939955393,2120,doctors,Smiles Dentistry,-118.1395451,33.8542372
22046,2939955394,2512,clothes,Men's Warehouse,-118.1394375,33.8541634
22047,2939993227,2301,restaurant,Chuck E Cheese,-118.1438095,33.8518724
22048,2939997629,2005,post_office,"Spring Carrier Annex, US Post Office",-118.1255813,33.8112439
22049,2939998122,2515,bookshop,Gatsby Books,-118.1237573,33.810767
22050,2940058338,2501,supermarket,Trader Joe's,-118.1230626,33.7966967
22051,2941359636,2721,attraction,Aquarium de la Mer,-117.2292919,32.7667006
22052,2944759499,2501,supermarket,Trader Joe's,-117.5954056,33.642285
22053,2946336146,2302,fast_food,Little Caesars,-117.582866,33.6495971
22054,2946390734,2006,telephone,3 pay phones,-118.1418573,33.847581
22055,2946477610,2301,restaurant,Big Bear Lake Brewing Company,-116.9110287,34.2425583
22056,2946477611,2301,restaurant,Sandy's Sports Restaurant,-116.9088635,34.2431479
22057,2946841673,2903,drinking_water, ,-117.1756429,32.7269446
22058,2946841674,2903,drinking_water, ,-117.1750281,32.7117288
22059,2946849779,2301,restaurant,Monte Alban Restaurante,-118.4612454,34.0419509
22060,2946904081,2742,viewpoint,View of Mission Bay,-117.1899874,32.7766466
22061,2947255367,2901,toilet,Special Accommodation Toilets,-117.919531,33.8099936
22062,2948480007,2952,water_tower, ,-117.9045012,34.1672158
22063,2948592268,2542,bicycle_shop,Bike Oven,-118.2121612,34.0901193
22064,2948602306,2501,supermarket,Costco,-118.0395901,33.8045041
22065,2948703244,2512,clothes,Street One,-118.1345247,33.8494238
22066,2948712912,2542,bicycle_shop,The Bicycle Work Shop,-118.4673804,34.0119805
22067,2948712913,2542,bicycle_shop,Bicycle Ambulance,-118.4804736,34.010015
22068,2948712922,2542,bicycle_shop,Bike Attack,-118.4859987,34.004132
22069,2948768473,2902,bench, ,-118.3937574,33.8444346
22070,2948768489,2902,bench, ,-118.3943004,33.8447115
22071,2948768490,2902,bench, ,-118.3946166,33.8447876
22072,2948773232,2904,fountain, ,-118.3944777,33.8444705
22073,2948773533,2904,fountain, ,-118.3942132,33.8443589
22074,2948773534,2904,fountain, ,-118.3948368,33.8445165
22075,2948773535,2904,fountain, ,-118.3949044,33.8443303
22076,2948773536,2904,fountain, ,-118.3939975,33.8441579
22077,2948774652,2725,artwork,Bill an Bob Meistrell,-118.394405,33.8449924
22078,2948774652,2724,memorial,Bill an Bob Meistrell,-118.394405,33.8449924
22079,2948776837,2903,drinking_water, ,-118.394951,33.8446746
22080,2948776840,2903,drinking_water, ,-118.3945054,33.8447509
22081,2948776845,2901,toilet, ,-118.3947915,33.8448749
22082,2948776848,2903,drinking_water, ,-118.3950717,33.8447553
22083,2948776849,2903,drinking_water, ,-118.3947514,33.8448856
22084,2948777946,2903,drinking_water, ,-118.3935854,33.8442216
22085,2948778228,2902,bench, ,-118.3939617,33.844505
22086,2948778766,2902,bench, ,-118.3937907,33.8438132
22087,2948779702,2902,bench, ,-118.3936105,33.8439339
22088,2948783389,2902,bench, ,-118.3943846,33.8449662
22089,2948783394,2902,bench, ,-118.3944469,33.8449844
22090,2948783397,2902,bench, ,-118.3944238,33.8449617
22091,2948991803,2741,picnic_site,Quail Springs Picknic area,-116.1971171,34.0399596
22092,2948994376,2901,toilet, ,-116.1978093,34.0405531
22093,2948994381,2901,toilet, ,-116.1856968,34.0411993
22094,2949854206,2901,toilet, ,-118.0017582,33.8431113
22095,2949854210,2302,fast_food,Hollywood Hills Pizza,-118.0016505,33.8431089
22096,2949903899,2902,bench, ,-116.9096443,34.2767298
22097,2949903899,2742,viewpoint, ,-116.9096443,34.2767298
22098,2949903900,2951,comms_tower, ,-116.8988496,34.2827313
22099,2949918653,2602,atm, ,-118.0013087,33.8438298
22100,2949940231,2903,drinking_water, ,-117.9993724,33.844289
22101,2949952931,2901,toilet, ,-117.9983786,33.8453369
22102,2949952932,2903,drinking_water, ,-117.9984182,33.8453056
22103,2949955528,2903,drinking_water, ,-117.9992374,33.8461221
22104,2949971961,2903,drinking_water, ,-117.9998998,33.8461506
22105,2949985233,2903,drinking_water, ,-118.0007808,33.8448942
22106,2949985234,2901,toilet, ,-118.00082,33.8450016
22107,2950049105,2903,drinking_water, ,-118.0012893,33.8441955
22108,2950096340,2006,telephone, ,-117.9994922,33.8429076
22109,2950098829,2301,restaurant,Spurs Chop House,-117.9994751,33.8433898
22110,2950101299,2903,drinking_water, ,-117.9993376,33.8430824
22111,2950101313,2521,gift_shop,Gold Trails Hotel and Mercantile,-117.9995137,33.8438274
22112,2950101314,2521,gift_shop,Spurs,-117.9994776,33.8435899
22113,2950104753,2521,gift_shop,Leather Brush Artist,-117.9995296,33.8440277
22114,2950104754,2302,fast_food,Sutter's Fine Family Fare,-117.9993545,33.84399
22115,2950104756,2302,fast_food,Calico Fry Co,-117.9991554,33.8439647
22116,2950104801,2521,gift_shop,The Bottle House Indian Trader,-117.9996077,33.844058
22117,2950105461,2521,gift_shop,Miner's Outfitting Dept.,-117.9999787,33.8438007
22118,2950105695,2954,windmill, ,-118.0000912,33.8436123
22119,2950105696,2521,gift_shop,Miss Doolittles,-117.9997347,33.8435832
22120,2950105697,2521,gift_shop,The Barn,-118.0002189,33.8435877
22121,2950106960,2521,gift_shop,Overland Gunshop,-118.0000287,33.8433961
22122,2950106962,2302,fast_food,Fireman's Brigade BBQ,-118.0002082,33.8434276
22123,2950107499,2521,gift_shop,Ghost Town Toy Junction & Novelties,-118.0005682,33.8434064
22124,2950107633,2006,telephone, ,-118.0005998,33.8430237
22125,2950107634,2903,drinking_water, ,-118.0006003,33.8430589
22126,2950108041,2903,drinking_water, ,-118.0006462,33.8435819
22127,2950108048,2302,fast_food,Ghost Town BBQ,-118.0005078,33.8440152
22128,2950118174,2590,vending_machine, ,-118.0007171,33.8452444
22129,2950125719,2903,drinking_water, ,-117.9998467,33.8456941
22130,2950130456,2521,gift_shop,Casa California,-117.9999827,33.8457664
22131,2951757977,2904,fountain, ,-117.99946,33.8458456
22132,2951758006,2904,fountain, ,-117.9994519,33.8457878
22133,2951767657,2725,artwork, ,-117.9236244,33.8089953
22134,2951834980,2902,bench, ,-116.9144315,34.2785193
22135,2951834982,2902,bench, ,-116.9144637,34.2785205
22136,2951834985,2902,bench, ,-116.9145081,34.2785802
22137,2951834985,2742,viewpoint, ,-116.9145081,34.2785802
22138,2951837753,2902,bench, ,-116.9132908,34.280936
22139,2951882124,2301,restaurant,Amber Waves: An American Restaurant,-117.9984416,33.8402185
22140,2951882569,2721,attraction,Supreme Scream,-118.0004315,33.8459797
22141,2952012192,2721,attraction,Calico Railroad,-118.0003493,33.8443696
22142,2952019430,2422,camp_site,Tent Peg Campground,-117.1005171,34.2602466
22143,2952021205,2201,theatre,Camp Snoopy Theatre,-117.998244,33.8449825
22144,2952043316,2721,attraction,Camp Bus,-117.9982332,33.8459706
22145,2952045570,2721,attraction,Timberline Twister,-117.9982249,33.8457792
22146,2952051895,2302,fast_food,Cave Inn,-117.9986948,33.8454864
22147,2952051896,2721,attraction,Woodstock's Airmail,-117.9984437,33.8448395
22148,2952051901,2950,tower, ,-118.0015806,33.8455473
22149,2952346625,2505,department_store,Macy's,-118.1410107,33.8502167
22150,2952359245,2030,recycling,recycling,-118.1356439,33.8483062
22151,2952359246,2030,recycling, ,-118.1452272,33.8506221
22152,2952899054,2521,gift_shop, ,-118.0016071,33.8437286
22153,2953750358,2602,atm, ,-117.9985193,33.8464099
22154,2953805440,2521,gift_shop,Nautilus,-118.0019691,33.8435991
22155,2953805443,2302,fast_food,Papa Loca,-117.999955,33.8459271
22156,2953805446,2302,fast_food,Churro Factory,-118.0005046,33.8439533
22157,2953807916,2302,fast_food,Sutter's Pizza,-117.9992389,33.8439712
22158,2953808462,2302,fast_food,Strictly-on-a-Stick,-118.000813,33.8450739
22159,2953808463,2303,cafe,Log Ride Funnel Cake,-118.0008401,33.8451898
22160,2955459533,2501,supermarket,Albetsons,-118.469385,35.125645
22161,2956260905,2301,restaurant,Slider Stop,-118.3686869,33.8730962
22162,2956279302,2301,restaurant,Emerald Garden,-118.3697765,33.873261
22163,2956279303,2301,restaurant,Pizza Man,-118.3694148,33.8732596
22164,2956279304,2518,beverages,Quick Stop Wine Market Liquor,-118.3689506,33.8732521
22165,2956297787,2303,cafe,Neighborhood Grinds,-118.3907146,33.8389879
22166,2956298232,2303,cafe,The Source Cafe,-118.3966607,33.8645418
22167,2956321803,2303,cafe,Catalina Coffee & Cafe,-118.3884572,33.842769
22168,2956622397,2422,camp_site,Camp Seely,-117.3031051,34.2538408
22169,2956626162,2542,bicycle_shop,Just Ride LA,-118.2648737,34.0339943
22170,2956639415,2542,bicycle_shop,Downtown LA Bicycles,-118.4950547,34.021275
22171,2956650327,2542,bicycle_shop,Bike Effect,-118.4884073,34.0190626
22172,2956714425,2542,bicycle_shop,Bikecology,-118.3880556,34.055066
22173,2956750230,2903,drinking_water, ,-117.2635347,33.1185357
22174,2956750333,2205,playground, ,-117.2642401,33.1184459
22175,2956750334,2901,toilet, ,-117.2634569,33.1185043
22176,2957239991,2082,school,Los Amigos High School,-117.9258062,33.722583
22177,2957299194,2303,cafe,Jamba Juice,-117.2052619,33.5684274
22178,2957299196,2302,fast_food,Subway,-117.2049354,33.5693643
22179,2957299197,2302,fast_food,Papa John's,-117.2047158,33.5696217
22180,2957300429,2301,restaurant,E.A.T.,-117.1511762,33.4965886
22181,2958103862,2902,bench, ,-117.9184221,33.8129075
22182,2959010995,2601,bank, ,-117.0782205,32.6349389
22183,2959021302,2601,bank,San Diego County Credit Union,-117.2034934,32.8919723
22184,2959365927,2305,bar,Thirsty Isle,-118.1417362,33.832532
22185,2959368433,2301,restaurant,Graceful Teriyaki,-118.1414009,33.8325053
22186,2959368434,2301,restaurant,Dale's Diner,-118.1412711,33.8325782
22187,2959379497,2502,bakery,Miss Priss Cupcakes,-118.1415297,33.8328707
22188,2959379501,2301,restaurant,Village Road Pizzeria,-118.1413741,33.8327281
22189,2959379892,2301,restaurant,L V Chinese Restaurant,-118.1417013,33.8330422
22190,2959404058,2529,beauty_shop,Bombshell (salon),-118.1417845,33.8336549
22191,2959404060,2301,restaurant,Tiny Thai,-118.1416986,33.8335747
22192,2959404061,2529,beauty_shop,Bonded by Roots (salon),-118.1416289,33.8335146
22193,2959404063,2561,hairdresser,John's Place,-118.1414519,33.8336104
22194,2959404081,2004,post_box,P O Boxes (private),-118.1410737,33.8341005
22195,2959404083,2567,travel_agent,One World Travel,-118.1409315,33.8340025
22196,2959423480,2721,attraction,Hurricane Simulator,-117.179396,33.5713354
22197,2959423481,2721,attraction,Wifi Lounge,-117.1789847,33.5713821
22198,2959425259,2004,post_box, ,-118.1512553,33.7994394
22199,2959426233,2721,attraction,Arcade,-117.1788097,33.5715902
22200,2959427483,2721,attraction,Crayon Jump House,-117.179134,33.5716936
22201,2959470824,2904,fountain, ,-116.2426892,33.7592176
22202,2959482452,2253,swimming_pool, ,-118.1530966,33.8463736
22203,2959500086,2501,supermarket,Superior (market),-118.1667143,33.8556925
22204,2962302104,2302,fast_food,Habit Burger Grill,-117.6509122,33.4580149
22205,2962302140,2501,supermarket,Trader Joe's,-117.6524591,33.4594075
22206,2962302141,2561,hairdresser,Supercuts,-117.6523338,33.459362
22207,2962966366,2082,school,Enterprise Elementary School,-118.0628765,34.6857803
22208,2963380009,2601,bank,San Diego County Credit Union,-117.2100633,32.752855
22209,2963418605,2251,sports_centre,Get Air Vista,-117.2312487,33.145441
22210,2963575005,2301,restaurant,Spires,-118.1680579,33.847356
22211,2964520452,2301,restaurant,Cheesecake Factory,-117.1695871,32.7108699
22212,2964681656,2301,restaurant,Justice Urban Tavern,-118.2423351,34.0509394
22213,2965331681,2303,cafe,Starbucks,-117.163407,32.708103
22214,2966953224,2902,bench, ,-116.2220555,33.7515978
22215,2966954535,2902,bench, ,-116.2220186,33.7516347
22216,2967052630,2301,restaurant,Peppercorn Grille,-116.9112752,34.2424661
22217,2967068339,2902,bench, ,-116.2234432,33.7542279
22218,2967068401,2902,bench, ,-116.2232506,33.7543479
22219,2967672876,2902,bench, ,-116.2187435,33.7522907
22220,2967672877,2902,bench, ,-116.218743,33.752542
22221,2967672878,2902,bench, ,-116.2186957,33.7527351
22222,2967672885,2902,bench, ,-116.2189288,33.7532792
22223,2967672901,2902,bench, ,-116.218946,33.7539744
22224,2967673639,2902,bench, ,-116.217826,33.7542817
22225,2967673664,2902,bench, ,-116.2194199,33.7543677
22226,2967673687,2902,bench, ,-116.2183045,33.7545045
22227,2967673692,2902,bench, ,-116.2200068,33.7545207
22228,2967673745,2902,bench, ,-116.2189456,33.7555597
22229,2968077249,2902,bench, ,-116.2240493,33.753257
22230,2968077251,2902,bench, ,-116.2226981,33.7532647
22231,2968077266,2902,bench, ,-116.2241075,33.753412
22232,2968077311,2902,bench, ,-116.2225193,33.7534711
22233,2968077341,2904,fountain, ,-116.2251029,33.7535254
22234,2968077347,2904,fountain, ,-116.2251573,33.7535353
22235,2968156973,2303,cafe, ,-119.8447516,34.4156111
22236,2968380992,2568,laundry,Clean Jeans,-116.9087989,34.2431471
22237,2968466071,2512,clothes, ,-117.8811367,33.9125112
22238,2968466072,2512,clothes, ,-117.8809383,33.9125157
22239,2968865748,2903,drinking_water, ,-117.1641901,32.703383
22240,2968865749,2903,drinking_water, ,-117.1695015,32.7069233
22241,2968865750,2903,drinking_water, ,-117.1753998,32.7128895
22242,2968882715,2903,drinking_water, ,-117.1478471,32.728155
22243,2968882716,2903,drinking_water, ,-117.1475792,32.7287758
22244,2968882717,2903,drinking_water, ,-117.1500704,32.7308073
22245,2968883608,2903,drinking_water, ,-117.1511864,32.7298079
22246,2968883609,2901,toilet, ,-117.1512377,32.7298113
22247,2969275910,2903,drinking_water, ,-117.1570062,32.7321617
22248,2969275911,2903,drinking_water, ,-117.151788,32.732404
22249,2969275916,2901,toilet, ,-117.1497763,32.7311873
22250,2969275917,2701,tourist_info, ,-117.1432425,32.7308454
22251,2969321918,2725,artwork,Awakening,-117.900267,33.9158239
22252,2969538811,2725,artwork, ,-117.889934,33.9157839
22253,2969574687,2906,waste_basket, ,-117.5887293,33.9196029
22254,2969574691,2902,bench, ,-117.5887315,33.9196206
22255,2969574695,2906,waste_basket, ,-117.5885531,33.9196291
22256,2969574699,2902,bench, ,-117.5885552,33.9196468
22257,2970140075,2301,restaurant,Rocco's Italian Market and Deli,-118.2919377,34.1031212
22258,2970140076,2568,laundry,Hollymont Cleaners,-118.2919351,34.1030779
22259,2970140077,2301,restaurant,il Capriccio,-118.2919284,34.1030302
22260,2970140078,2301,restaurant,Starfish Sushi,-118.291927,34.1029747
22261,2970140079,2301,restaurant,Bola Wine & Chop,-118.2919297,34.1027814
22262,2970140080,2301,restaurant,Casual Public,-118.2919257,34.1027215
22263,2970140081,2301,restaurant,Sidewalk Grill,-118.2919619,34.102646
22264,2970140082,2521,gift_shop,Y-Que,-118.2916347,34.1032945
22265,2970140083,2521,gift_shop,Co-op 28,-118.291628,34.1025738
22266,2970140084,2301,restaurant,Churro Borough,-118.2916306,34.1024883
22267,2970140085,2521,gift_shop,Heretic,-118.2916333,34.1024094
22268,2970164894,2516,butcher,Druzhba Meat Market,-118.3039857,34.0974634
22269,2970164895,2502,bakery,Mush Bakery,-118.3041627,34.0974612
22270,2970326987,2701,tourist_info, ,-116.9105466,34.1010995
22271,2970470575,2902,bench, ,-117.0127692,33.9444269
22272,2970470769,2902,bench, ,-117.0131441,33.9447026
22273,2970470820,2902,bench, ,-117.0127471,33.9448813
22274,2970470960,2252,pitch, ,-117.0130347,33.9452971
22275,2970470979,2902,bench, ,-117.0130365,33.9453724
22276,2970471028,2004,post_box, ,-117.0132394,33.945614
22277,2970741050,2501,supermarket,Fairway Market,-116.7142787,33.7435249
22278,2970741051,2101,pharmacy,Idyllwild Pharmacy,-116.7130717,33.7437614
22279,2970741052,2401,hotel,Wilder Cabins,-116.7100543,33.7431313
22280,2970745173,2301,restaurant,Idyllwild Pizza Company,-116.7133346,33.7436889
22281,2970777312,2701,tourist_info, ,-116.8921468,34.0935794
22282,2970863667,2422,camp_site,Mission Springs,-116.758138,34.1252787
22283,2970866824,2542,bicycle_shop,Veloworkx,-118.471733,34.003162
22284,2970866825,2542,bicycle_shop, ,-118.5008683,34.0153879
22285,2970866826,2524,outdoor_shop,REI,-118.4947018,34.0164772
