osmid,geometry,created_by,man_made,name,leisure,amenity,addr:street,addr:housenumber
1377429681,POINT (-73.9192987 40.8408735),,,,,parking,,
1377430469,POINT (-73.9256662 40.8063321),,,McDonald's,,fast_food,Bruckner Boulevard,85
1377453882,POINT (-73.9195052 40.8376206),,,44th Precinct,,police,,
1378081014,POINT (-74.0159065 40.675089),,,Chelsea Garden Center Red Hook,,,,
1378899206,POINT (-74.0018207 40.7231111),,,Milux Cafe,,cafe,,
1378899236,POINT (-74.0009853 40.7222328),,,Suit Supply,,,,
1378899262,POINT (-73.9999073 40.721906),,,SoHo Cafe,,cafe,,
1378899289,POINT (-73.9999163 40.7215588),,,J. Crew Mens Shop,,,Broadway,484
1378899321,POINT (-73.9998354 40.7216746),,,The Perfect Fit,,,,
1378899355,POINT (-74.0001948 40.7215248),,,lululemon athletica,,,Broadway,481
1379410004,POINT (-73.9852109 40.7274817),,,VBAR St. Marks,,cafe,,
1379410005,POINT (-73.9853456 40.7277132),,,Stromboli Pizza,,restaurant,,
1379410006,POINT (-73.9854714 40.7275634),,,Foot Gear Plus,,,1st Avenue,131
1379551862,POINT (-73.9487971 40.803513),,,,,post_box,,
1379559786,POINT (-73.979273 40.6825226),,,Canteen Delicatessen & Cafe,,cafe,4th Avenue,57
1379559787,POINT (-73.9797222 40.6826861),,,Deli Grocery,,,,
1379559788,POINT (-73.9793898 40.6825294),,,,,bicycle_parking,,
1383571132,POINT (-74.0006384 40.7174059),,,139 Crntre,,doctors,Centre St,139
1383908251,POINT (-73.9831871 40.765848),,,McDonald's,,fast_food,,
1383909209,POINT (-73.9828817 40.7660008),,,Chipotle,,fast_food,,
1383909693,POINT (-73.9796288 40.7663525),,,Le Pain Quotidien,,restaurant,,
1383912688,POINT (-73.989297 40.7432173),,,Hill Country Chicken,,fast_food,,
1383913906,POINT (-73.9881558 40.7456886),,,Ace Hotel,,,,
1383914860,POINT (-73.9881244 40.7456818),,,The Breslin,,restaurant,,
1383917378,POINT (-73.9829014 40.7670165),,,Dunkin Donuts,,fast_food,,
1383918028,POINT (-73.9827992 40.7671197),,,Goodburger,,fast_food,,
1383918588,POINT (-73.9827246 40.7672715),,,Citibank,,bank,,
1383919199,POINT (-73.9823 40.7671848),,,Chase,,bank,,
1383920650,POINT (-73.9826675 40.7673868),,,Duane Reade,,,,
1383924300,POINT (-73.9830777 40.7669783),,,,,,,
1383927181,POINT (-73.9830675 40.7675799),,,Six Columbus Circle,,,,
1383927735,POINT (-73.98308 40.7675742),,,Blue Ribbon,,restaurant,,
1383928351,POINT (-73.9834926 40.7677295),,,Sushi Damo,,restaurant,,
1383929011,POINT (-73.9836951 40.7678147),,,Pinkberry,,,,
1383932458,POINT (-73.9851107 40.7684125),,,Europan Cafe,,,,
1383932922,POINT (-73.9853107 40.7687711),,,CVS,,,,
1383933476,POINT (-73.9852324 40.7688846),,,Morton Williams,,,,
1383933975,POINT (-73.9852161 40.7678706),,,Walgreens,,,,
1383934394,POINT (-73.984466 40.7675765),,,Radio Shack,,,,
1383935070,POINT (-73.9840167 40.7669811),,,Starbucks,,cafe,,
1383935410,POINT (-73.9829426 40.7675105),,,Starbucks,,cafe,,
1383935860,POINT (-73.9824109 40.7691425),,,Starbucks,,cafe,,
1383936936,POINT (-73.9818075 40.7697892),,,Chase,,bank,,
1383937440,POINT (-73.9818452 40.7700783),,,West Elm,,,,
1383937861,POINT (-73.9818341 40.7702632),,,Best Buy,,,,
1383938728,POINT (-73.9823805 40.7696936),,,New York Institute of Technology,,college,,
1383940131,POINT (-73.9833752 40.7695673),,,US Postal Service,,post_office,,
1383940754,POINT (-73.9841161 40.7674407),,,,,,,
1383942306,POINT (-73.9836996 40.7662933),,,Fed Ex,,,,
1383942697,POINT (-73.9812871 40.7676336),,,Fed Ex,,,,
1383943657,POINT (-73.9814403 40.7674185),,,AQ Kafe,,cafe,,
1383944731,POINT (-73.979828 40.7664189),,,,,,,
1383947223,POINT (-73.9870728 40.7664982),,,Chase,,bank,,
1383947617,POINT (-73.986588 40.766416),,,Capital One,,bank,,
1383948101,POINT (-73.9821082 40.7665525),,,Bank of America,,bank,,
1383948394,POINT (-73.9822127 40.766274),,,Duane Reade,,,,
1383949229,POINT (-73.9826849 40.7664544),,,TJ Maxx,,,,
1383950274,POINT (-73.9824049 40.7663468),,,Gap,,,,
1383950451,POINT (-73.9823548 40.7666253),,,Daffy's,,,,
1383951544,POINT (-73.9815441 40.7669006),,,HSBC,,bank,,
1383952106,POINT (-73.9816365 40.7664186),,,Pax,,fast_food,,
1383952473,POINT (-73.9812701 40.7662315),,,Morton Willams,,,,
1383954690,POINT (-73.9791103 40.7649161),,,Starbucks,,cafe,,
1383955011,POINT (-73.9803003 40.7654404),,,Cafe Metro,,cafe,,
1383955419,POINT (-73.9803999 40.7653067),,,Lilli's 57,,restaurant,,
1383955759,POINT (-73.9801012 40.7657283),,,Europa Cafe,,cafe,,
1383956024,POINT (-73.979685 40.7655843),,,Chase,,bank,,
1383956543,POINT (-73.9808478 40.7657214),,,Brooklyn Diner,,restaurant,,
1383956544,POINT (-73.9811736 40.7652896),,,Hooters,,restaurant,,
1383956764,POINT (-73.9793723 40.7659998),,,Petrossian,,restaurant,,
1383956828,POINT (-73.9814703 40.7671365),,,Argo Tea,,cafe,,
1383956918,POINT (-73.9816603 40.7659988),,,TD Bank,,bank,,
1383956921,POINT (-73.9817828 40.7651882),,,Citibank,,bank,,
1383958514,POINT (-73.9843795 40.764238),,,Duane Reade,,,,
1383961543,POINT (-73.9876404 40.7409651),,,Charles Schwab,,bank,,
1383962863,POINT (-73.9899165 40.7406731),,,Restoration Hardware,,,,
1383963882,POINT (-73.9926972 40.7426455),,,Best Buy,,,,
1383964595,POINT (-73.9924733 40.7429716),,,Chase,,bank,,
1383964835,POINT (-73.9922228 40.7428663),,,Duane Reade,,,,
1383964836,POINT (-73.991774 40.7426558),,,Rickshaw,,restaurant,,
1383964837,POINT (-73.9913539 40.7420892),,,Home Depot,,,,
1384555180,POINT (-73.9832885 40.6792663),,,Union Hotel,,,,
1384555264,POINT (-73.9833334 40.6774201),,,Union Station Cafe,,cafe,,
1384555351,POINT (-73.9822105 40.6791096),,,,,fuel,,
1387227211,POINT (-73.9817613 40.6788848),,,Marcy's Laundromat,,laundry,,
1387227229,POINT (-73.9823632 40.6833264),,,,,fuel,,
1390709999,POINT (-73.9826 40.7614803),,,The Michelangelo,,,West 51st Street,152
1396580643,POINT (-73.997699 40.716676),,,Chase Bank,,bank,,
1396581104,POINT (-73.997984 40.716605),,,Hoy Wong Restaurant,,restaurant,Mott street,81
1400462854,POINT (-73.9641926 40.7092309),,,Jewish Supermarket,,,,
1411523950,POINT (-73.9790821 40.7460035),,,Affina Dumont,,,,
1412695391,POINT (-73.7788486 40.6925461),,,,,bench,,
1412695403,POINT (-73.7786644 40.6926108),,,,,bench,,
1412695405,POINT (-73.7785008 40.6926998),,,,,bench,,
1412695417,POINT (-73.7782854 40.6928693),,,,,bench,,
1412695431,POINT (-73.7797885 40.6930352),,,,,bench,,
1412695444,POINT (-73.7781945 40.693078),,,,,bench,,
1412695450,POINT (-73.7780482 40.6931574),,,,,bench,,
1412695461,POINT (-73.7796422 40.6932212),,,,,bench,,
1412695474,POINT (-73.7794809 40.6933478),,,,,bench,,
1412695483,POINT (-73.7792103 40.693484),,,,,bench,,
1412695488,POINT (-73.7785492 40.6935364),,,,,bench,,
1412695499,POINT (-73.7785987 40.6936552),,,,,bench,,
1413105218,POINT (-73.9914496 40.7537134),,,Selini Neckwear Inc.,,,W. 37th Street,248
1413108278,POINT (-73.9914123 40.7537052),,,Angelic Rise,,,W. 37th Street,803
1413119215,POINT (-74.0216019 40.65149),,,Bush Terminal float bridge,,ferry_terminal,,
1416478552,POINT (-73.9803026 40.7459042),,,Murry Hill Diner,,restaurant,,
1416478556,POINT (-73.9768988 40.7470726),,,Walgreens,,pharmacy,,
1416478558,POINT (-73.9780656 40.7455079),,,Cinema Cafe,,restaurant,,
1420632797,POINT (-73.9758928 40.7703165),,,,,cafe,,
1420931992,POINT (-73.9651 40.8058496),,,,,atm,Broadway,2898
1420933250,POINT (-73.9662542 40.8042702),,,West Side Market,,,Broadway,2840
1422520991,POINT (-73.9600146 40.7200585),,,Bakeri,,,Wythe Avenue,150
1422526114,POINT (-73.9598484 40.7201887),,,Nita Nita,,bar,Wythe Street,146
1425562631,POINT (-73.8428661 40.7514827),,,,,toilets,,
1426190404,POINT (-73.9804635 40.7514749),,,McDonald's,,fast_food,,
1426215370,POINT (-73.9803959 40.7509435),,,,,fast_food,,
1426250385,POINT (-73.9858846 40.7567277),,,Starbucks Coffee,,cafe,,
1426252015,POINT (-73.9863607 40.7564827),,,New York Police Dept,,police,,
1426255500,POINT (-73.986226 40.7572993),,,Levi's,,,,
1426275725,POINT (-73.9866661 40.7566664),,,europa cafe,,cafe,,
1426276157,POINT (-73.9867739 40.7565439),,,at&t,,,,
1426276530,POINT (-73.9870255 40.7562241),,,Chase,,bank,,
1426311638,POINT (-73.9875106 40.75553),,,Red Lobster,,restaurant,,
1426326464,POINT (-73.7700006 40.7613103),,,VIPizza,,fast_food,,
1426334945,POINT (-73.7706152 40.7625563),,,Gold Star Diner,,restaurant,,
1426334948,POINT (-73.7704424 40.7628112),,,McDonald's,,fast_food,,
1426334951,POINT (-73.7836628 40.7663392),,,Pesso's Italian Ices,,fast_food,,
1426342347,POINT (-73.7762046 40.7589042),,,Bayside Diner,,restaurant,,
1426446941,POINT (-73.9795687 40.7511062),,,dylan hotel,,,,
1426446947,POINT (-73.980081 40.7513094),,,Starbucks Coffee,,cafe,,
1427212378,POINT (-73.9795784 40.7519234),,,,,telephone,,
1427212436,POINT (-73.9795023 40.75218),,,Madison & Vine,,restaurant,,
1427212491,POINT (-73.9793753 40.7523353),,,Pera,,restaurant,,
1427212522,POINT (-73.9793029 40.7524796),,,T-Mobile,,,,
1427212548,POINT (-73.9792587 40.7525447),,,food exchange,,fast_food,,
1427212583,POINT (-73.9792197 40.7525995),,,Money Exchange,,bureau_de_change,,
1427212607,POINT (-73.9790516 40.7528753),,,TD Bank,,bank,,
1427212633,POINT (-73.979134 40.7525762),,,COHEN'S Fashion Optical,,,,
1427212741,POINT (-73.9789227 40.752461),,,RadioShack,,,,
1427233014,POINT (-73.9786747 40.7526965),,,KFC,,fast_food,,
1427233094,POINT (-73.9784137 40.7526168),,,Modell's,,,,
1427233172,POINT (-73.9782313 40.7528769),,,Tequilaville,,restaurant,,
1427233239,POINT (-73.97812 40.7530445),,,Central Cafe,,cafe,,
1427233292,POINT (-73.9779435 40.7532844),,,,,,,
1427233328,POINT (-73.9778447 40.753509),,,Bank of America,,bank,,
1427233358,POINT (-73.9773865 40.7532708),,,LA Fonda Del Sol,,restaurant,,
1427265072,POINT (-73.977239 40.7542362),,,ammos estiatorio,,restaurant,,
1427265079,POINT (-73.9768745 40.7539377),,,The Beer Bar Cafe Centro,,cafe,,
1427265080,POINT (-73.9772122 40.7543276),,,Blake & Todd,,fast_food,,
1427265081,POINT (-73.9770283 40.7545379),,,Vander Bar,,bar,,
1427265082,POINT (-73.9763714 40.7543596),,,Starbucks Coffee,,cafe,,
1427265083,POINT (-73.9761648 40.7538356),,,Naples 45,,cafe,,
1427265084,POINT (-73.9754205 40.7538894),,,Hale & Hearty Soups,,fast_food,Lexington Avenue,466
1427265085,POINT (-73.9747455 40.7536111),,,Chase,,bank,,
1427265086,POINT (-73.9743413 40.7534001),,,Rickshaw,,fast_food,,
1427273331,POINT (-73.9748623 40.7528217),,,HSBC,,bank,,
1427273332,POINT (-73.9752216 40.7529578),,,Starbucks Coffee,,cafe,,
1427273333,POINT (-73.9746018 40.7526584),,,The Wheeltapper Pub,,pub,,
1427273334,POINT (-73.9741885 40.7524882),,,Fitzpatrick Grand Central Hotel,,,,
1427273368,POINT (-73.9738921 40.7523658),,,Macchiato Espresso Bar,,cafe,,
1427273465,POINT (-73.9744491 40.7522569),,,Ariston Floral Boutique,,,,
1427273506,POINT (-73.9750509 40.7525223),,,,,,,
1427273513,POINT (-73.9752396 40.7523113),,,Pret,,fast_food,,
1427273514,POINT (-73.9752575 40.7522569),,,at&t,,,,
1427273515,POINT (-73.9753474 40.7521548),,,Bank of America,,bank,,
1427285893,POINT (-73.975518 40.7518554),,,Chase,,bank,,
1427285902,POINT (-73.9759313 40.7520527),,,Starbucks Coffee,,cafe,,
1427285966,POINT (-73.9765152 40.7511476),,,Verizon Wireless,,,,
1427285993,POINT (-73.9767577 40.7509775),,,Pret,,fast_food,,
1427286041,POINT (-73.9762726 40.7508482),,,Delmonico Gourmet Market,,fast_food,,
1427286079,POINT (-73.9769015 40.7506917),,,Cafe Metro,,cafe,,
1427286094,POINT (-73.9772877 40.7508618),,,Subway,,fast_food,,
1427286096,POINT (-73.9769284 40.7511544),,,Previti pizza,,fast_food,,
1427286256,POINT (-73.9777549 40.7514335),,,Bisto Marketplace,,,,
1427286257,POINT (-73.978195 40.7519302),,,Central Cafe,,cafe,,
1427499765,POINT (-73.9797222 40.7519234),,,Starbucks Coffee,,cafe,,
1427499791,POINT (-73.9799108 40.7517125),,,The Heavenly Burger,,restaurant,,
1427499815,POINT (-73.9799917 40.7516156),,,Pret,,fast_food,,
1427499828,POINT (-73.9803061 40.7517125),,,4food,,fast_food,,
1427499830,POINT (-73.980881 40.7516376),,,Jack's 99c Store,,,,
1427499831,POINT (-73.9806977 40.7511837),,,Chipotle Mexican Grill,,fast_food,,
1427499833,POINT (-73.9807748 40.7510771),,,Salute,,restaurant,,
1427499835,POINT (-73.98142 40.7502357),,,Moonstruck,,cafe,,
1427521090,POINT (-73.9831807 40.7499023),,,Burger King,,fast_food,,
1427521104,POINT (-73.9833244 40.749773),,,Pret,,fast_food,,
1427521105,POINT (-73.983558 40.7502629),,,CapitalOne Bank,,bank,,
1427521106,POINT (-73.9831088 40.7500792),,,TD Bank,,bank,,
1427521107,POINT (-73.9833154 40.7498546),,,Yankees,,,,
1428036307,POINT (-73.9806923 40.7522569),,,Subway,,fast_food,,
1428036328,POINT (-73.9811056 40.7528897),,,Andaz,,cafe,,
1428036347,POINT (-73.9808451 40.7532708),,,Bank of American,,bank,,
1428036360,POINT (-73.9804857 40.7537744),,,Bakers,,,,
1428036373,POINT (-73.980351 40.7539581),,,IDB Bank,,bank,,
1428036380,POINT (-73.9801534 40.754278),,,Urban Outfitters,,,,
1428036383,POINT (-73.98036 40.7545433),,,Morgan Stanley,,bank,,
1428036403,POINT (-73.9798839 40.7545842),,,Best Buy,,,,
1428036407,POINT (-73.9802522 40.7547407),,,Orvis,,,,
1428036410,POINT (-73.9800815 40.754972),,,Chase,,bank,,
1428036413,POINT (-73.9796503 40.7549789),,,duane reade,,,,
1428036417,POINT (-73.9795874 40.7550537),,,Barami,,,,
1428036420,POINT (-73.9795245 40.7551422),,,europa cafe,,cafe,,
1428036423,POINT (-73.9794886 40.7551762),,,Starbucks Coffee,,cafe,,
1428036425,POINT (-73.9794078 40.7557682),,,Smilers deli & salad bar,,,,
1428036427,POINT (-73.9787969 40.756088),,,Build a bear,,,,
1428036429,POINT (-73.9790215 40.7563126),,,,,,,
1428036430,POINT (-73.9785813 40.7564078),,,Guess,,,,
1428036433,POINT (-73.9783298 40.7567685),,,,,atm,,
1428036451,POINT (-73.9783642 40.7564433),,,Starbucks Coffee,,cafe,,
1428036470,POINT (-73.9778142 40.7562116),,,McDonalds,,fast_food,,
1428036492,POINT (-73.9776613 40.7561557),,,Connolly's,,restaurant,,
1428036518,POINT (-73.9770631 40.7561561),,,Cafe Metro,,cafe,,
1428036527,POINT (-73.9767038 40.7560132),,,Chase,,bank,,
1428036564,POINT (-73.9770542 40.7555913),,,at&t,,,,
1428036585,POINT (-73.977162 40.7554348),,,Charles Tyrwhitt,,,,
1428036605,POINT (-73.9774674 40.7555641),,,Men's Wear,,,,
1428036618,POINT (-73.977656 40.7552783),,,,,,,
1428036640,POINT (-73.9778087 40.7551081),,,My.Suit,,,Madison Ave,360
1428036643,POINT (-73.9776337 40.7547985),,,Clarks,,,,
1428036646,POINT (-73.9781142 40.7546522),,,,,,,
1428036650,POINT (-73.9842587 40.7543596),,,wichcraft soups & salads,,cafe,,
1428185659,POINT (-73.9806834 40.7498206),,,Madison Towers Hotel,,,,
1428185662,POINT (-73.9811684 40.7499227),,,,,,,
1428185672,POINT (-73.9825249 40.7487998),,,Starbucks Coffee,,cafe,,
1428185696,POINT (-73.9828573 40.7481737),,,The New York Public Library,,library,,
1428185698,POINT (-73.9832346 40.7471461),,,7-Eleven,,,,
1428185700,POINT (-73.9839353 40.747044),,,Times Square Bagel + Deli,,,,
1428185702,POINT (-73.984079 40.746867),,,Subway,,fast_food,,
1428185705,POINT (-73.9894329 40.743362),,,Hill Country Chicken,,fast_food,,
1428185707,POINT (-73.9893341 40.7436207),,,Broadway Cafe,,cafe,,
1428185713,POINT (-73.9995929 40.7534886),,,404,,cafe,,
1428185726,POINT (-73.9998265 40.7542439),,,McDonalds,,fast_food,,
1428185738,POINT (-73.9988742 40.7533729),,,Seattle Coffee Roaster,,cafe,,
1428185760,POINT (-73.9982095 40.753019),,,Frame gourmet catery,,cafe,,
1428427548,POINT (-73.9787699 40.7538901),,,Starbucks Coffee,,cafe,,
1428427549,POINT (-73.9782938 40.7539037),,,Daffy's,,,,
1428427550,POINT (-73.9781214 40.7541386),,,Nine West,,,,
1428427551,POINT (-73.9778087 40.7545229),,,j.crew,,,,
1428427554,POINT (-73.9759556 40.7570782),,,Starbucks Coffee,,cafe,,
1428427555,POINT (-73.9760656 40.7569369),,,Pret,,cafe,,
1428427556,POINT (-73.9751436 40.7581374),,,The New York Palace,,cafe,,
1428427557,POINT (-73.9751138 40.7588847),,,Hallmark,,,,
1428427558,POINT (-73.9748533 40.7585649),,,Express,,,,
1428427559,POINT (-73.975024 40.7589868),,,,,,,
1428427560,POINT (-73.9746107 40.7589187),,,T-Mobile,,,,
1428427561,POINT (-73.9735148 40.7612526),,,Sony,,,,
1428427562,POINT (-73.9737843 40.7613683),,,Starbucks Coffee,,cafe,,
1428427563,POINT (-73.9739729 40.7610689),,,adour alan ducasse,,,,
1428427564,POINT (-73.9743323 40.7612458),,,St Regis,,,,
1428427565,POINT (-73.9749341 40.7612866),,,Bottega Veneta,,,,
1428427566,POINT (-73.9751048 40.7611097),,,Zara,,,,
1428427567,POINT (-73.9752216 40.7607695),,,Diesel,,,,
1428427568,POINT (-73.9756542 40.7610186),,,Gap,,,,
1428427569,POINT (-73.9754282 40.7605313),,,Tommy Hilfiger,,,,
1428427570,POINT (-73.9754372 40.7604565),,,Fendi,,,,
1428427571,POINT (-73.9757516 40.7602252),,,ST. John,,,,
1428427572,POINT (-73.9762996 40.7594699),,,Versage,,,,
1428427573,POINT (-73.9768296 40.7595992),,,H&M,,,,
1429062988,POINT (-73.9800433 40.7515332),,,Hallmark,,,,
1431716567,POINT (-73.803178 40.6602934),,,Dollar Rent a Car,,car_rental,,
1434037194,POINT (-73.981821 40.769114),,,1 Central Park West,,car_sharing,,
1434037195,POINT (-74.008219 40.707596),,,10 Liberty Street,,car_sharing,,
1434037196,POINT (-73.989916 40.690987),,,110 Livingston Street,,car_sharing,,
1434037197,POINT (-73.994889 40.742006),,,120 W 21st Street,,car_sharing,,
1434037198,POINT (-73.963351 40.801401),,,143 West 108th Steet,,car_sharing,,
1434037199,POINT (-73.9828764 40.6935031),,,150 Myrtle Avenue,,car_sharing,,
1434037200,POINT (-73.970223 40.793531),,,169 West 95th street,,car_sharing,,
1434037202,POINT (-73.965067 40.719019),,,184 Kent Avenue,,car_sharing,,
1434037203,POINT (-73.985386 40.777977),,,200 West End Ave,,car_sharing,,
1434037204,POINT (-73.953052 40.779599),,,201 East 87th Street,,car_sharing,,
1434037205,POINT (-73.992255 40.736608),,,21 East 15th Street,,car_sharing,,
1434037207,POINT (-73.978978 40.784064),,,214 W 80th Street,,car_sharing,,
1434037208,POINT (-73.974924 40.78934),,,214 W 88th Street,,car_sharing,,
1434037209,POINT (-73.949331 40.784342),,,215 East 95th street,,car_sharing,,
1434037210,POINT (-73.988378 40.72946),,,220 E 9th Street,,car_sharing,,
1434037211,POINT (-73.962245 40.764623),,,222 E 65th Street,,car_sharing,,
1434037213,POINT (-73.979879 40.746132),,,230 Lexington Ave,,car_sharing,,
1434037214,POINT (-73.994956 40.748304),,,241 West 28th Street,,car_sharing,,
1434037215,POINT (-73.994336 40.724592),,,284 Mott Street,,car_sharing,,
1434037217,POINT (-73.956839 40.770704),,,300 E 75th Street,,car_sharing,,
1434037218,POINT (-73.942537 40.78757),,,300 East 103rd St.,,car_sharing,,
1434037219,POINT (-73.980159 40.73614),,,329 E 21St Street,,car_sharing,,
1434037220,POINT (-73.97638 40.763199),,,33 W 56th Street,,car_sharing,,
1434037221,POINT (-73.969261 40.751289),,,333 E 45th Street,,car_sharing,,
1434037223,POINT (-73.964163 40.758253),,,333 E 56th Street,,car_sharing,,
1434037224,POINT (-74.01721 40.709816),,,333 Rector Place,,car_sharing,,
1434037225,POINT (-73.953044 40.773365),,,340 E 80th Street,,car_sharing,,
1434037226,POINT (-73.986322 40.672997),,,343 4th Ave,,car_sharing,,
1434037227,POINT (-73.947996 40.801281),,,40 West 116th Street,,car_sharing,,
1434037229,POINT (-74.006381 40.742025),,,422 W 15th Street,,car_sharing,,
1434037230,POINT (-73.990485 40.702869),,,45 Main Street,,car_sharing,,
1434037231,POINT (-73.987087 40.717012),,,54 Suffolk Street,,car_sharing,,
1434037232,POINT (-73.997413 40.761229),,,560 W. 43rd Street,,car_sharing,,
1434037234,POINT (-74.008644 40.732525),,,643 Washington St,,car_sharing,,
1434037235,POINT (-74.01047 40.71557),,,86 Warren Street,,car_sharing,,
1435621026,POINT (-73.9966404 40.7569496),,,,,parking,,
1445873421,POINT (-73.9926622 40.6895269),,,Trader Joe's,,,,
1452912301,POINT (-73.890398 40.885223),,,Public Restroom,,toilets,,
1453341310,POINT (-73.9861424 40.7698727),,,Ronald Birnbaum DDS MPH Dental Office,,hospital,,
1453985752,POINT (-74.0223438 40.6401153),,,63rd and 64th St Community Garden,garden,,,
1457882055,POINT (-73.9433779 40.7463908),,,Court Square Park Fountain,,fountain,,
1458562626,POINT (-73.9856924 40.7228566),,,Chase,,bank,,
1464660820,POINT (-73.9177649 40.7586785),,,The Queens Kickshaw,,cafe,,
1474144767,POINT (-73.9880847 40.7649759),,,Brickyard Gastropub,,bar,,
1479043085,POINT (-73.9375336 40.6628839),,,Amy's Kitchen,,restaurant,Troy Ave,470 170 4571
1482256504,POINT (-73.899917 40.884689),,,Bronx Alehouse,,pub,West 238th Street,216
1484306247,POINT (-73.9896085 40.7570786),,,Joe coffee,,pub,,
1485043914,POINT (-73.96378 40.67709),,,Bitter & Esters,,,Washington Avenue,700
1487369275,POINT (-73.9922192 40.7564859),,,Distrikt Hotel,,,,
1487384169,POINT (-74.0093594 40.7165612),,,Ninja New York,,restaurant,Hudson Street,25
1487407044,POINT (-74.000422 40.7209683),,,L'Ecole Restaurant,,restaurant,Broadway,462
1487441071,POINT (-74.0047159 40.7420305),,,Buddakan,,restaurant,9th Avenue,75
1487449793,POINT (-73.9854253 40.7563915),,,Tony's,,restaurant,West 43rd Street,147
1487472478,POINT (-73.9807687 40.7607113),,,Capital Grille at Time-Life,,restaurant,W 51st Street,120
1487523545,POINT (-73.975581 40.7654692),,,Horse & Carriage Pick Up Point,,,Central Park South,
1487569052,POINT (-73.9782577 40.7640653),,,Le Parker Meridien Burger,,restaurant,56th Street,119
1490626144,POINT (-73.9780363 40.6797146),,,Gorilla Coffee,,cafe,,
1491769917,POINT (-73.9771426 40.6821991),,,,,place_of_worship,,
1491769924,POINT (-73.9837784 40.6767721),,,,,,,
1491769929,POINT (-73.9808122 40.6756464),,,,,,,
1491769937,POINT (-73.9764989 40.6820018),,,Kulushkat Gourmet Falafel,,restaurant,Dean Street,446
1491769940,POINT (-73.9804125 40.676222),,,,,gym,,
1491769944,POINT (-73.9790819 40.6786496),,,,,bar,,
1491769950,POINT (-73.9804769 40.676161),,,Red White and Bubbly,,,,
1493005667,POINT (-73.9830915 40.7303084),,,Balade,,restaurant,,
1493005668,POINT (-73.9884643 40.7271733),,,Haveli,,restaurant,,
1493005669,POINT (-73.975958 40.7240812),,,Joselito,,restaurant,,
1493005670,POINT (-73.98803 40.7284934),,,"Paul's ""Da Burger Joint""",,restaurant,,
1493005671,POINT (-73.9895217 40.7297992),,,St. Mark's Bookshop,,,,
1497326724,POINT (-73.979182 40.7650027),,,Russian Tea Room,,restaurant,,
1504407621,POINT (-74.0189 40.7052),,,Battery Park,,drinking_water,,
1504407631,POINT (-73.945 40.7736),,,Carl Shultz Park,,drinking_water,,
1504407639,POINT (-73.9728 40.7749),,,Central Park 1,,drinking_water,,
1504407641,POINT (-73.9751 40.7655),,,Central Park 2,,drinking_water,,
1504407644,POINT (-73.9714 40.7725),,,Central Park 3,,drinking_water,,
1504407652,POINT (-74.0003 40.7149),,,Columbus Park,,drinking_water,,
1504407657,POINT (-73.9818 40.7359),,,East 20th Street,,drinking_water,,
1504407662,POINT (-73.9737 40.7226),,,East River Park,,drinking_water,,
1504407663,POINT (-73.9587 40.7594),,,East River Playground,,drinking_water,,
1504407668,POINT (-73.9679 40.7967),,,Frederick Douglass Playground,,drinking_water,,
1504407699,POINT (-73.9725 40.8024),,,Hudson Beach,,drinking_water,,
1504407758,POINT (-74.0066 40.7299),,,,,drinking_water,,
1504407836,POINT (-73.943 40.8046),,,Marcus Garvey Park,,drinking_water,,
1504407840,POINT (-73.9589 40.8053),,,Morningside Park,,drinking_water,,
1504407878,POINT (-73.9711 40.8018),,,Riverside Park 1,,drinking_water,,
1504407879,POINT (-73.9875 40.7816),,,Riverside Park 10,,drinking_water,,
1504407882,POINT (-73.9885 40.7803),,,Riverside Park 11,,drinking_water,,
1504407883,POINT (-73.9893 40.7776),,,Riverside Park 12,,drinking_water,,
1504407886,POINT (-73.9914 40.7762),,,Riverside Park 13,,drinking_water,,
1504407888,POINT (-73.9737 40.8011),,,Riverside Park 2,,drinking_water,,
1504407889,POINT (-73.9767 40.7976),,,Riverside Park 3,,drinking_water,,
1504407892,POINT (-73.975 40.7968),,,Riverside Park 4,,drinking_water,,
1504407893,POINT (-73.9782 40.7933),,,Riverside Park 5,,drinking_water,,
1504407896,POINT (-73.9811 40.79),,,Riverside Park 6,,drinking_water,,
1504407897,POINT (-73.9821 40.7872),,,Riverside Park 7,,drinking_water,,
1504407900,POINT (-73.9847 40.7834),,,Riverside Park 8,,drinking_water,,
1504407901,POINT (-73.9861 40.7811),,,Riverside Park 9,,drinking_water,,
1504407903,POINT (-73.9687 40.7481),,,Robert Mosses Playground,,drinking_water,,
1504407920,POINT (-73.9508 40.7856),,,Samuel Seabury Playground,,drinking_water,,
1504407924,POINT (-73.9911 40.7226),,,Sara D Roosevelt Park,,drinking_water,,
1504407928,POINT (-73.9688 40.7897),,,Sol Bloom Playground,,drinking_water,,
1504407946,POINT (-74.0095 40.7115),,,St Pauls' Cathedral,,drinking_water,,
1504408011,POINT (-73.9809 40.7264),,,Tompkins Square Park 1,,drinking_water,,
1504408020,POINT (-73.982 40.7269),,,Tompkins Square Park 2,,drinking_water,,
1504408049,POINT (-73.997 40.7304),,,Washington Square,,drinking_water,,
1504408053,POINT (-73.9434 40.7929),,,3rd Avenue and E 108th Street Playground,,drinking_water,,
1506584517,POINT (-73.9635412 40.8081061),,,Miller Theatre,,theatre,,
1523857873,POINT (-74.1339965 40.6326314),,,Heberton Deli,,,,
1529924599,POINT (-73.9947519 40.7483638),,,Holida< Inn Express,,,,
