osmid,source,geometry,created_by,highway,amenity,education,ele,gnis:county_id,gnis:created
370886127,,POINT (-87.6563324 41.9465534),,,pub,,,,
371266619,,POINT (-87.6481869 41.9371313),,,cafe,,,,
378089359,,POINT (-87.6560089 41.9468246),,,pub,,,,
378090139,,POINT (-87.6559403 41.9467033),,,theatre,,,,
378091335,,POINT (-87.6560604 41.9462819),,,pub,,,,
378102688,,POINT (-87.654773 41.9447179),,,,,,,
378105933,,POINT (-87.6541378 41.948861),Potlatch 0.10f,,pub,,,,
380293536,,POINT (-87.6729312 42.0188151),,,fast_food,,,,
385665614,,POINT (-87.6252536 41.8892364),,,ferry_terminal,,,,
385665618,,POINT (-87.6317682 41.8877796),,,ferry_terminal,,,,
385665627,,POINT (-87.6384973 41.8822267),,,ferry_terminal,,,,
385666266,,POINT (-87.6349734 41.8571239),,,ferry_terminal,,,,
388881499,,POINT (-87.6591491 41.9687397),,,bank,,,,
390459312,,POINT (-87.6800126 41.9562807),,,,,,,
390460400,,POINT (-87.6789095 41.9434248),,,,,,,
390469772,,POINT (-87.6648762 41.926792),,,,,,,
390470134,,POINT (-87.6683952 41.9391154),,,,,,,
390477692,,POINT (-87.6500275 41.9516598),,,,,,,
390477808,,POINT (-87.6498987 41.9493618),,,,,,,
390477864,,POINT (-87.6432461 41.950567),,,,,,,
390480940,,POINT (-87.6441052 41.9367531),,,,,,,
390484277,,POINT (-87.6419165 41.9272071),,,,,,,
392722752,,POINT (-87.6977597 41.9388083),,,,,,,
392722753,,POINT (-87.7004286 41.9395001),,,pub,,,,
394817585,,POINT (-87.6347244 41.853516),,,restaurant,,,,
394818567,,POINT (-87.6294973 41.8799913),,,cafe,,,,
394819016,,POINT (-87.6269185 41.8922688),,,restaurant,,,,
394819811,,POINT (-87.6273448 41.8796926),,,pharmacy,,,,
401886136,http://hannahsbretzel.com,POINT (-87.6328822 41.8897888),,,cafe,,,,
415488099,,POINT (-87.6349187 41.913053),,,atm,,,,
415489654,,POINT (-87.6345325 41.9153012),,,,,,,
415515627,,POINT (-87.7119195 41.9321922),,,bank,,,,
416772583,,POINT (-87.6603561 41.9250835),,,cafe,,,,
417695075,,POINT (-87.6544129 41.9132523),,,pub,,,,
418527731,,POINT (-87.6545406 41.9147954),,,parking,,,,
419481655,,POINT (-87.6404127 41.9401733),,,pub,,,,
424201755,,POINT (-87.6525683 41.9400603),,,restaurant,,,,
424209191,,POINT (-87.6524771 41.9400643),,,fast_food,,,,
424210683,,POINT (-87.6531047 41.939783),,,,,,,
424212229,,POINT (-87.6529991 41.9397837),,,,,,,
424212348,,POINT (-87.6528805 41.9397689),,,,,,,
424214025,,POINT (-87.6526893 41.9397499),,,,,,,
424216485,,POINT (-87.6526807 41.9397755),,,theatre,,,,
424233433,,POINT (-87.6733532 42.0185288),,,,,,,
424235141,,POINT (-87.6734304 42.0191919),,,,,,,
424250963,,POINT (-87.6745382 42.0192224),,,,,,,
424251017,,POINT (-87.67416 42.0192684),,,,,,,
424252482,,POINT (-87.674168 42.0192144),,,,,,,
424330919,,POINT (-87.6611332 42.0022785),,,,,,,
424583811,,POINT (-87.6825401 41.9305761),,,,,,,
446003042,,POINT (-87.6761911 41.9975834),,,fast_food,,,,
451933879,,POINT (-87.699178 42.0190264),,,bank,,,,
451938430,,POINT (-87.6899512 42.0191922),,,cafe,,,,
451938628,,POINT (-87.6897795 42.0191859),,,fast_food,,,,
451938921,,POINT (-87.6896336 42.0191859),,,fast_food,,,,
451939639,,POINT (-87.6893504 42.0192687),,,,,,,
451940478,,POINT (-87.684355 42.0192943),,,fast_food,,,,
451941303,,POINT (-87.6848786 42.0192687),,,bank,,,,
452376997,,POINT (-87.6497221 41.9262737),,,cinema,,,,
456142499,,POINT (-87.6067196 41.8378363),,,,,,,
463772252,,POINT (-87.6594316 41.9217617),,,pub,,,,
463772253,,POINT (-87.6585218 41.9217681),,,pub,,,,
463772254,,POINT (-87.6577665 41.9215893),,,bicycle_parking,,,,
463772258,,POINT (-87.6568052 41.9215701),,,restaurant,,,,
463772259,,POINT (-87.6561701 41.9218128),,,pub,,,,
463772262,,POINT (-87.6643326 41.9217489),,,fast_food,,,,
463772264,,POINT (-87.6648475 41.9217106),,,cafe,,,,
463772266,,POINT (-87.6638347 41.9209506),,,bank,,,,
463772268,,POINT (-87.6646845 41.9210273),,,,,,,
463772269,,POINT (-87.6655599 41.921353),,,cinema,,,,
463772270,,POINT (-87.6632082 41.9233391),,,post_box,,,,
463772272,,POINT (-87.6633627 41.9216978),,,post_box,,,,
463772275,,POINT (-87.6633884 41.9215254),,,veterinary,,,,
463772278,,POINT (-87.6631138 41.9215318),,,,,,,
463772284,,POINT (-87.6623499 41.9248909),,,,,,,
463772287,,POINT (-87.6625902 41.9250697),,,,,,,
463772289,,POINT (-87.6632339 41.9251336),,,post_box,,,,
463772291,,POINT (-87.6635343 41.9253826),,,bank,,,,
463772293,,POINT (-87.6631395 41.9232752),,,school,,,,
463772304,,POINT (-87.6615001 41.9250889),,,,,,,
463772307,,POINT (-87.6615431 41.9249228),,,,,,,
463772312,,POINT (-87.6598865 41.9251017),,,fast_food,,,,
463772314,,POINT (-87.6606673 41.9251108),,,bank,,,,
463772316,,POINT (-87.6604788 41.9253315),,,post_box,,,,
463772319,,POINT (-87.6593544 41.9251017),,,restaurant,,,,
463772320,,POINT (-87.6595432 41.9250953),,,,,,,
463772322,,POINT (-87.6559641 41.9254146),,,post_box,,,,
463772323,,POINT (-87.6567108 41.9254593),,,atm,,,,
463772324,,POINT (-87.6569769 41.9254593),,,,,,,
463772325,,POINT (-87.6580841 41.9254529),,,doctors,,,,
463772326,,POINT (-87.6583673 41.9254018),,,post_box,,,,
463772327,,POINT (-87.6547024 41.9233519),,,bicycle_parking,,,,
463772328,,POINT (-87.6549083 41.9248909),,,bicycle_parking,,,,
463772331,,POINT (-87.6546423 41.9224642),,,bicycle_parking,,,,
465503555,,POINT (-87.6323435 41.8531164),,,fire_station,,,,
469202268,Yahoo,POINT (-87.6838963 41.9096885),,,,,,,
477087083,,POINT (-87.6665012 41.9254211),,,pharmacy,,,,
477087119,,POINT (-87.6631281 41.9251337),,,bar,,,,
477087140,,POINT (-87.6460993 41.9233904),,,pub,,,,
477087268,,POINT (-87.6530662 41.9182379),,,pub,,,,
477087270,,POINT (-87.65295 41.9216408),,,pub,,,,
477087275,,POINT (-87.6529632 41.9217952),,,pub,,,,
477087276,,POINT (-87.6525169 41.9216611),,,pub,,,,
477087310,,POINT (-87.6488777 41.921725),,,pub,,,,
479652764,,POINT (-87.6476004 41.8819602),,,bank,,,,
479652771,,POINT (-87.6476038 41.8840875),,,fast_food,,,,
479652773,,POINT (-87.6476268 41.8841799),,,bureau_de_change,,,,
479652775,,POINT (-87.6472519 41.8841813),,,pub,,,,
479652777,,POINT (-87.6472923 41.8846711),,,pub,,,,
479652780,,POINT (-87.6476489 41.8846684),,,restaurant,,,,
479652783,,POINT (-87.6499491 41.8829393),,,fast_food,,,,
479652785,,POINT (-87.6502947 41.8829421),,,restaurant,,,,
479652788,,POINT (-87.6495886 41.8841559),,,restaurant,,,,
495655712,,POINT (-87.6632892 41.9359675),,,restaurant,,,,
495655714,,POINT (-87.6634696 41.9357813),,,bank,,,,
495655717,,POINT (-87.665962 41.9376153),,,cafe,,,,
495655720,,POINT (-87.6542984 41.9397236),,,pharmacy,,,,
495655722,,POINT (-87.6698949 41.9395234),,,pharmacy,,,,
495655723,,POINT (-87.6680478 41.9347795),,,,,,,
495655728,,POINT (-87.6699525 41.9354299),,,bank,,,,
495655746,,POINT (-87.6687328 41.9343294),,,,,,,
495655748,,POINT (-87.6687822 41.9361741),,,fast_food,,,,
495655750,,POINT (-87.6687697 41.9362597),,,fast_food,,,,
495665229,,POINT (-87.6702415 41.9366041),,,post_office,,,,
495665230,,POINT (-87.6697805 41.9363164),,,,,,,
495665241,,POINT (-87.6682567 41.9361623),,,biergarten,,,,
495665242,,POINT (-87.6681893 41.9371738),,,fast_food,,,,
495672009,,POINT (-87.6640206 41.9398687),,,restaurant,,,,
495672010,,POINT (-87.6642144 41.9398803),,,restaurant,,,,
495672014,,POINT (-87.6586445 41.9396472),,,,,,,
495672015,,POINT (-87.6581913 41.9399471),,,,,,,
495745759,,POINT (-87.6680283 41.9325833),,,fuel,,,,
495745762,,POINT (-87.6678523 41.9331908),,,fast_food,,,,
495932125,,POINT (-87.6638867 41.9363919),,,fast_food,,,,
495932127,,POINT (-87.6646332 41.9369412),,,,,,,
495932128,,POINT (-87.6650258 41.9368959),,,,,,,
495932129,,POINT (-87.6649649 41.9371451),,,fast_food,,,,
495932130,,POINT (-87.6651443 41.9372181),,,,,,,
503798691,,POINT (-87.6587505 41.9399712),,,restaurant,,,,
503798693,,POINT (-87.659541 41.9396653),,,fast_food,,,,
503798694,,POINT (-87.6562333 41.9400108),,,,,,,
503798695,,POINT (-87.6557663 41.9400224),,,restaurant,,,,
503798696,,POINT (-87.655174 41.9397474),,,fast_food,,,,
503799636,,POINT (-87.6638329 41.943262),,,cafe,,,,
503799637,,POINT (-87.664041 41.9439423),,,cafe,,,,
503799639,,POINT (-87.6640591 41.9441571),,,fast_food,,,,
503800652,,POINT (-87.6635984 41.9377805),,,,,,,
507905939,,POINT (-87.588664 41.7953662),,,,,,,
507905942,,POINT (-87.5886734 41.795632),,,post_office,,,,
507905944,,POINT (-87.5882935 41.7953826),,,cafe,,,,
507905947,,POINT (-87.593125 41.7952665),,,,,,,
512737849,,POINT (-87.6115359 41.854653),,,drinking_water,,,,
512737850,,POINT (-87.6102911 41.8518404),,,drinking_water,,,,
512737851,,POINT (-87.6097338 41.8496679),,,drinking_water,,,,
512737852,,POINT (-87.5855868 41.7920667),,,drinking_water,,,,
512737853,,POINT (-87.592075 41.814756),,,drinking_water,,,,
512737854,,POINT (-87.5840914 41.8060335),,,drinking_water,,,,
512737855,,POINT (-87.581318 41.8033224),,,drinking_water,,,,
512737856,,POINT (-87.5785594 41.7956351),,,drinking_water,,,,
519550466,,POINT (-87.6511701 41.940229),,,fast_food,,,,
529007059,,POINT (-87.6608073 41.8830166),,,post_box,,,,
529966338,,POINT (-87.6344093 41.8854959),,,pub,,,,
533979379,,POINT (-87.6815509 41.9980101),,,restaurant,,,,
539457493,,POINT (-87.628948 41.8951758),,,,,,,
566504090,,POINT (-87.6289165 41.8725708),,,restaurant,,,,
630142797,,POINT (-87.6209551 41.8945972),,,hospital,,,,
662726457,,POINT (-87.6444705 41.9377792),,,restaurant,,,,
662726458,,POINT (-87.6491698 41.9401136),,,bar,,,,
662726459,,POINT (-87.6491751 41.9402053),,,fast_food,,,,
662726460,,POINT (-87.6440681 41.940329),,,,,,,
662726461,,POINT (-87.6449908 41.9437805),,,restaurant,,,,
662726462,,POINT (-87.6444222 41.9367975),,,pub,,,,
662727175,,POINT (-87.6402272 41.9400058),,,dentist,,,,
667225612,,POINT (-87.6350856 41.9308173),,,,,,,
667226277,,POINT (-87.632819 41.9266928),,,,,,,
667226648,,POINT (-87.63186 41.9236656),,,,,,,
676834424,,POINT (-87.6365597 41.9395254),,,toilets,,,,
676871849,,POINT (-87.6395318 41.9434356),,,toilets,,,,
691850892,,POINT (-87.6462733 41.8528159),,,bar,,,,
691866426,,POINT (-87.6464453 41.858146),,,cafe,,,,
691924637,,POINT (-87.6717385 41.9069152),,,cafe,,,,
692709421,,POINT (-87.6988527 41.9235783),,,music_venue,,,,
692758417,,POINT (-87.6468134 41.8578849),,,atm,,,,
693840647,,POINT (-87.6468586 41.8581518),,,post_box,,,,
693879901,,POINT (-87.646708 41.8566031),,,post_box,,,,
699226527,,POINT (-87.6606769 41.8586987),,,cafe,,,,
757813580,,POINT (-87.688747 41.9775729),,,restaurant,,,,
757834839,,POINT (-87.6886451 41.9780833),,,,,,,
757849210,,POINT (-87.6888506 41.9756746),,,fast_food,,,,
757860928,,POINT (-87.6920102 41.9747374),,,fast_food,,,,
757863761,,POINT (-87.6886384 41.9762021),,,fuel,,,,
757893133,,POINT (-87.7100736 41.975882),,,cafe,,,,
757903026,,POINT (-87.7110123 41.97587),,,restaurant,,,,
757910435,,POINT (-87.7113473 41.975858),,,,,,,
757919757,,POINT (-87.7291602 41.976853),,,fast_food,,,,
757925200,,POINT (-87.7285561 41.9769089),,,,,,,
757947252,,POINT (-87.7690468 41.9766935),,,restaurant,,,,
757950925,,POINT (-87.7697838 41.9772518),,,,,,,
763448686,,POINT (-87.8850528 41.9953287),,,car_rental,,,,
772288945,,POINT (-87.6446482 41.9329889),,,,,,,
772288948,,POINT (-87.6421105 41.9326756),,,,,,,
772288951,,POINT (-87.6434264 41.9326717),,,fast_food,,,,
772288954,,POINT (-87.6444494 41.932955),,,restaurant,,,,
772288957,,POINT (-87.6442203 41.932947),,,fast_food,,,,
819242086,,POINT (-87.702013 41.947042),,,,,,,
822488805,,POINT (-87.6729878 41.9979978),,,post_box,,,,
826677919,,POINT (-87.6335413 41.8833714),,,fast_food,,,,
846810579,,POINT (-87.6819625 41.8992897),,,bar,,,,
850458565,,POINT (-87.6721552 42.0192218),,,restaurant,,,,
872881330,,POINT (-87.6331622 41.8792158),,,,,,,
893474368,,POINT (-87.6263496 41.8955398),,,bar,,,,
897613177,,POINT (-87.654057 41.9361949),,,post_box,,,,
897613181,,POINT (-87.663822 41.9359771),,,post_box,,,,
897613189,,POINT (-87.6542133 41.9398327),,,post_box,,,,
903239399,,POINT (-87.6498096 41.9483162),,,,,,,
903243739,,POINT (-87.6435225 41.9483322),,,,,,,
903246873,,POINT (-87.651022 41.9474863),,,parking,,,,
903247511,,POINT (-87.6438444 41.9488987),,,,,,,
903248024,,POINT (-87.6463764 41.9496248),,,,,,,
903248901,,POINT (-87.6482647 41.9485077),,,,,,,
903249436,,POINT (-87.6497345 41.9492099),,,restaurant,,,,
903249885,,POINT (-87.6473849 41.9477497),,,restaurant,,,,
903250106,,POINT (-87.6442628 41.9473826),,,,,,,
903251291,,POINT (-87.6466124 41.9467682),,,,,,,
903251428,,POINT (-87.6464837 41.9465926),,,pharmacy,,,,
903251602,,POINT (-87.6469665 41.9471033),,,restaurant,,,,
903255917,,POINT (-87.6484149 41.9488748),,,,,,,
903258903,,POINT (-87.6465051 41.9447892),,,,,,,
903259931,,POINT (-87.645679 41.9450605),,,pub,,,,
903262989,,POINT (-87.6441233 41.9409507),,,restaurant,,,,
903263931,,POINT (-87.6446812 41.942036),,,cafe,,,,
903264793,,POINT (-87.6446598 41.9423073),,,restaurant,,,,
920063635,,POINT (-87.6287309 41.8895004),,,,,,,
938829350,,POINT (-87.6662429 42.0071135),,,pub,,,,
949088244,,POINT (-87.6498994 41.9510306),,,restaurant,,,,
949089361,,POINT (-87.6490719 41.9499295),,,bar,,,,
949090740,,POINT (-87.6487138 41.9492901),,,,,,,
949092165,,POINT (-87.6493831 41.9486448),,,bar,,,,
949093354,,POINT (-87.6497505 41.9475097),,,police,,,,
949094037,,POINT (-87.649292 41.946246),,,restaurant,,,,
949094860,,POINT (-87.6495587 41.9453711),,,bar,,,,
949099772,,POINT (-87.6495172 41.9435267),,,bar,,,,
949100448,,POINT (-87.6492449 41.9435227),,,bar,,,,
949101374,,POINT (-87.6492221 41.9432554),,,bar,,,,
949101636,,POINT (-87.6492355 41.9429791),,,bar,,,,
949101795,,POINT (-87.6494997 41.9428145),,,restaurant,,,,
949101940,,POINT (-87.6494743 41.9424334),,,bar,,,,
949102035,,POINT (-87.6494434 41.9401221),,,bar,,,,
961812116,,POINT (-87.6859099 41.8690833),,,pub,,,,
961817681,,POINT (-87.6858204 41.8674055),,,pub,,,,
992004604,local_knowledge,POINT (-87.617684 41.8658171),,,fast_food,,,,
992004623,,POINT (-87.6170403 41.8672034),,,,,,,
993406668,,POINT (-87.7795959 41.9532518),,,library,,,,
995540894,,POINT (-87.8445078 41.9850473),,,restaurant,,,,
1013588587,,POINT (-87.9106451 41.9768231),,,cafe,,,,
1013588589,,POINT (-87.9104882 41.9768933),,,drinking_water,,,,
1013588590,,POINT (-87.9106275 41.9773966),,,toilets,,,,
1013588592,,POINT (-87.9107062 41.9769594),,,drinking_water,,,,
1013588593,,POINT (-87.9103788 41.9773184),,,,,,,
1013588594,,POINT (-87.9102256 41.979429),,,toilets,,,,
1013588595,,POINT (-87.9104464 41.9784558),,,drinking_water,,,,
1013588596,,POINT (-87.9104284 41.978782),,,drinking_water,,,,
1013588597,,POINT (-87.9104299 41.9785445),,,toilets,,,,
1013918482,,POINT (-87.910192 41.9782176),,,,,,,
1013918484,,POINT (-87.9102956 41.9791724),,,atm,,,,
1013918486,,POINT (-87.9101739 41.9783013),,,,,,,
1013918489,,POINT (-87.9099141 41.9793615),,,,,,,
1013918495,,POINT (-87.9098832 41.9794952),,,,,,,
1013918510,,POINT (-87.9098469 41.97956),,,,,,,
1013918512,,POINT (-87.9100467 41.9787848),,,,,,,
1013918526,,POINT (-87.9104518 41.9786268),,,,,,,
1013918530,,POINT (-87.9104118 41.9792494),,,food_court,,,,
1013918548,,POINT (-87.9101412 41.9784215),,,,,,,
1028171855,,POINT (-87.6893661 41.9778003),,,post_box,,,,
1028174188,,POINT (-87.689291 41.9766837),,,post_box,,,,
1031824591,Jukebox,POINT (-87.7928965 41.9890455),,,pub,,,,
1053637834,,POINT (-87.7651728 41.9964104),,,bus_station,,,,
1053637897,,POINT (-87.7845584 42.011894),,,bus_station,,,,
1053638031,,POINT (-87.7787742 42.0120903),,,bus_station,,,,
1053638065,,POINT (-87.7647598 41.9952342),,,bus_station,,,,
1053638076,,POINT (-87.7884017 42.011811),,,bus_station,,,,
1053638078,,POINT (-87.7808191 42.0118907),,,bus_station,,,,
1053638102,,POINT (-87.7686059 42.0025955),,,bus_station,,,,
1053638103,,POINT (-87.7771622 42.011875),,,bus_station,,,,
1053638136,,POINT (-87.7736243 42.0118431),,,bus_station,,,,
1053666783,,POINT (-87.7892128 41.9594274),,,bicycle_parking,,,,
1053666900,,POINT (-87.7883901 41.9584741),,,theatre,,,,
1053666914,,POINT (-87.7884677 41.9588399),,,atm,,,,
1053666928,,POINT (-87.7879313 41.958064),,,bus_station,,,,
1053671869,,POINT (-87.7884493 41.9581619),,,swimming_pool,,,,
1053671870,,POINT (-87.7839609 41.9604888),,,restaurant,,,,
1053671875,,POINT (-87.7884233 41.9583135),,,gymnasium,,,,
1053671887,,POINT (-87.7881762 41.9595741),,,library,,,,
1053671889,,POINT (-87.786475 41.9598449),,,restaurant,,,,
1053671901,,POINT (-87.7891418 41.9589159),,,cafe,,,,
1053671903,,POINT (-87.7888565 41.9586484),,,,,,,
1077038918,,POINT (-87.6697339 41.9904402),,,restaurant,,,,
1077039603,,POINT (-87.6697508 41.9906655),,,,,,,
1077041332,,POINT (-87.6697256 41.9902748),,,school,,,,
1077042333,,POINT (-87.6694842 41.9906854),,,restaurant,,,,
1080820913,,POINT (-87.6541666 41.8815234),,,pub,,,,
1085421583,,POINT (-87.9078129 41.9636786),,,fire_station,,,,
1085421629,,POINT (-87.9159076 41.9880416),,,fire_station,,,,
1089576990,,POINT (-87.7626513 41.9385037),,,bar,,,,
1089576995,,POINT (-87.7623423 41.9385067),,,fast_food,,,,
1092085176,,POINT (-87.6733215 41.8997523),,,bar,,,,
1092085195,,POINT (-87.6744963 41.8978877),,,bar,,,,
1092085206,,POINT (-87.6745875 41.9012856),,,bar,,,,
1092085208,,POINT (-87.6761271 41.9012696),,,bar,,,,
1102508159,,POINT (-87.638852 41.878576),iLOE 1.8,,telephone,,,,
1111634605,,POINT (-87.6536268 41.9473593),,,fast_food,,,,
1114744082,,POINT (-87.8239035 41.9412734),,,post_box,,,,
1115612533,,POINT (-87.789143 41.9530484),,,bank,,,,
1121150166,,POINT (-87.6026239 41.7644282),,,school,,,,
1124244974,,POINT (-87.807271 41.9450092),,,fast_food,,,,
1124244975,,POINT (-87.8072683 41.9444406),,,fast_food,,,,
1130093272,,POINT (-87.6971476 41.922351),,,,,,,
1130094835,,POINT (-87.6974687 41.9225605),,,pub,,,,
1130095376,,POINT (-87.6975272 41.922346),,,,,,,
1130096894,,POINT (-87.697485 41.922776),,,fast_food,,,,
1130097897,,POINT (-87.6974963 41.9225645),,,bar,,,,
1130102513,,POINT (-87.6969789 41.9224577),,,restaurant,,,,
1139385086,,POINT (-87.6649557 41.9771852),,,hydrant,,,,
1139445123,,POINT (-87.6683341 41.908969),,,telephone,,,,
1209124450,,POINT (-87.6457397 41.9335002),,,cinema,,,,
1214320079,,POINT (-87.6512971 41.8717578),,,post_box,,,,
1231722964,,POINT (-87.6262978 41.8758391),,,fast_food,,,,
1231722974,,POINT (-87.6249946 41.8794219),,,restaurant,,,,
1233948884,,POINT (-87.6274406 41.8748582),,,,,,,
1233948900,,POINT (-87.6272435 41.8721027),,,fast_food,,,,
1233948945,,POINT (-87.6288064 41.8720597),,,restaurant,,,,
1233963027,,POINT (-87.6271894 41.8729565),,,restaurant,,,,
1233963034,,POINT (-87.6275576 41.8739635),,,fast_food,,,,
1233963040,,POINT (-87.6271231 41.8724969),,,,,,,
1239178359,,POINT (-87.6234536 41.8986806),,,,,,,
1239986384,,POINT (-87.649398 41.9501152),,,bar,,,,
1239986677,,POINT (-87.6494034 41.9499795),,,bar,,,,
1247191315,,POINT (-87.6803817 42.0136866),,,,,,,
1247191316,,POINT (-87.680121 42.0045189),,,,,,,
1247191321,,POINT (-87.6748296 42.0127659),,,,,,,
1247191323,,POINT (-87.6746525 42.0115443),,,restaurant,,,,
1247207815,,POINT (-87.6824256 42.0118173),,,,,,,
1247207818,,POINT (-87.6796146 42.0137305),,,,,,,
1247207836,,POINT (-87.6831551 42.0120405),,,bar,,,,
1247207841,,POINT (-87.6758005 42.0164646),,,pharmacy,,,,
1249891079,,POINT (-87.7081383 42.0121079),,,fast_food,,,,
1254912689,,POINT (-87.7145485 41.9972009),,,post_box,,,,
1254912708,,POINT (-87.7618801 42.0064504),,,post_box,,,,
1256114237,,POINT (-87.6706725 42.0054682),,,post_box,,,,
1257584219,,POINT (-87.6554055 41.9946853),,,post_box,,,,
1258947818,,POINT (-87.6386255 41.8833803),,,,,,,
1262344985,,POINT (-87.698064 41.9235423),,,pub,,,,
1262345400,,POINT (-87.6983842 41.9233987),,,restaurant,,,,
1262346097,,POINT (-87.6986846 41.9236182),,,bar,,,,
1262346484,,POINT (-87.6988241 41.923678),,,,,,,
1262347259,,POINT (-87.7040651 41.9246519),,,,,,,
1262347995,,POINT (-87.7006803 41.9248594),,,restaurant,,,,
1262352981,,POINT (-87.6871833 41.91518),,,,,,,
1262354575,,POINT (-87.6974401 41.9221803),,,pub,,,,
1285310574,,POINT (-87.678752 41.961629),,,restaurant,,,,
1288454599,,POINT (-87.668041 42.0077058),,,cafe,,,,
1288454601,,POINT (-87.6731587 42.0070043),,,library,,,,
1288454611,,POINT (-87.6663813 42.0093301),,,cafe,,,,
1291708522,,POINT (-87.6681757 42.0081344),,,marketplace,,,,
1293577420,,POINT (-87.6751783 42.0138558),,,school,,,,
1299761477,,POINT (-87.6123093 41.860412),,,,,,,
1299823011,,POINT (-87.6233624 41.8682834),,,,,,,
1299823016,,POINT (-87.6296336 41.8788036),,,,,,,
1299823028,,POINT (-87.627647 41.8833134),,,clock,,,,
1299823045,,POINT (-87.6276683 41.8843629),,,clock,,,,
1305480292,,POINT (-87.6638902 41.949877),,,cinema,,,,
1308260685,,POINT (-87.6237977 41.8839614),,,fountain,,,,
1308260687,,POINT (-87.625863 41.8843548),,,cafe,,,,
1309316747,,POINT (-87.6296724 41.8780347),,,cafe,,,,
1311246203,,POINT (-87.7200141 41.6914449),,,fast_food,,,,
1315577349,,POINT (-87.6753928 41.9616363),,,restaurant,,,,
1315577350,,POINT (-87.6758097 41.9616307),,,bar,,,,
1315579117,,POINT (-87.6574798 41.9837797),,,,,,,
1317827195,,POINT (-87.6789006 41.9680467),,,restaurant,,,,
1317827212,,POINT (-87.6796436 41.9616108),,,restaurant,,,,
1317827223,,POINT (-87.6754823 41.9613609),,,restaurant,,,,
1317827232,,POINT (-87.675741 41.9613575),,,,,,,
1317862183,,POINT (-87.6793459 41.96619),,,fuel,,,,
1317862200,,POINT (-87.67683 41.9613426),,,restaurant,,,,
1317862219,,POINT (-87.6830581 41.9606056),,,restaurant,,,,
1317862227,,POINT (-87.6828837 41.959724),,,restaurant,,,,
1317862245,,POINT (-87.6858529 41.9647919),,,cafe,,,,
1317862251,,POINT (-87.6866254 41.9653324),,,cinema,,,,
1318980635,,POINT (-87.6757086 41.9616298),,,,,,,
1318995499,,POINT (-87.6754765 41.9652977),,,cafe,,,,
1318995502,,POINT (-87.6737411 41.9631877),,,restaurant,,,,
1328649091,,POINT (-87.632093 41.8854527),,,post_office,,,,
1328774244,,POINT (-87.6289194 41.8725408),,,pub,,,,
1328774252,local_knowledge,POINT (-87.6294075 41.8732579),,,fountain,,,,
1331791740,,POINT (-87.736824 41.938829),,,fuel,,,,
1333891518,,POINT (-87.670018 41.9835678),,,bar,,,,
1349879205,,POINT (-87.640529 41.9254635),,,restaurant,,,,
1349879207,,POINT (-87.6410014 41.9268083),,,restaurant,,,,
1349879211,,POINT (-87.6410712 41.9262778),,,restaurant,,,,
1349879370,,POINT (-87.640363 41.9251519),,,bar,,,,
1349879445,,POINT (-87.6399232 41.9251559),,,restaurant,,,,
1349879616,,POINT (-87.6405454 41.9261777),,,pub,,,,
1349879617,,POINT (-87.6407065 41.9257226),,,restaurant,,,,
1370022138,,POINT (-87.662752 41.9545989),,,fuel,,,,
1370035488,,POINT (-87.6599007 41.9692562),,,bar,,,,
1370062308,,POINT (-87.6685536 41.9758188),,,pub,,,,
1370314266,,POINT (-87.7870351 41.9967645),,,fast_food,,,,
1376826832,,POINT (-87.6280323 41.8818499),,,,,,,
1376826835,,POINT (-87.6278212 41.8803698),,,,,,,
1376826841,,POINT (-87.6278694 41.8812005),,,,,,,
1376826843,,POINT (-87.6278909 41.8817058),,,,,,,
1376826845,,POINT (-87.6282788 41.8828614),,,,,,,
1376826847,,POINT (-87.6281242 41.8814621),,,,,,,
1376826849,,POINT (-87.6276119 41.881546),,,,,,,
1376826851,,POINT (-87.6286104 41.8823172),,,,,,,
1376826853,,POINT (-87.6278292 41.88026),,,,,,,
1376826856,,POINT (-87.6280927 41.8816562),,,,,,,
1376828178,,POINT (-87.6275985 41.8812445),,,,,,,
1376828182,,POINT (-87.6270771 41.8823792),,,,,,,
1376828187,,POINT (-87.626884 41.8823792),,,,,,,
1377660829,,POINT (-87.7100549 41.9929163),,,,,,,
1385113906,,POINT (-87.6820201 41.9591945),,,pub,,,,
1385119524,,POINT (-87.6864001 41.9650343),,,restaurant,,,,
1385122135,,POINT (-87.6854801 41.9641987),,,restaurant,,,,
1387946730,,POINT (-87.6746887 41.9613071),,,,,,,
1387946739,,POINT (-87.6753006 41.9616351),,,fast_food,,,,
1390342822,,POINT (-87.6789956 41.9548739),,,fast_food,,,,
1390342924,,POINT (-87.6792906 41.955588),,,pharmacy,,,,
1390342944,,POINT (-87.6790975 41.9554523),,,,,,,
1397539092,,POINT (-87.5835277 41.7789385),,,,,,,
1397539097,,POINT (-87.5820712 41.7793972),,,,,,,
1401539575,,POINT (-87.6894735 41.8933552),,,,,,,
1401539597,,POINT (-87.6908709 41.8937566),,,,,,,
1406176604,,POINT (-87.6223788 41.8826453),,,toilets,,,,
1406199662,,POINT (-87.6224699 41.8823926),,,drinking_water,,,,
1406199663,,POINT (-87.6212057 41.8824116),,,drinking_water,,,,
1407580205,,POINT (-87.6301162 41.881145),,,fountain,,,,
1407580251,,POINT (-87.6242842 41.8869063),,,clock,,,,
1411746617,,POINT (-87.6991739 41.9916717),,,place_of_worship,,,,
